z [Angs],Charge Dens [e/Angs3],Potential [V]
0.0,0.0,-0.0
0.1,0.0,-0.0
0.2,0.0,-0.0
0.30000000000000004,0.0,-0.0
0.4,0.0,-0.0
0.5,0.0,-0.0
0.6000000000000001,-0.004019849225339751,-0.0
0.7000000000000001,0.0623280457497621,0.007273968644363584
0.8,0.0,-0.09823545955867827
0.9,0.0,-0.20374488776172012
1.0,0.0,-0.309254315964762
1.1,0.0,-0.414763744167804
1.2000000000000002,0.0,-0.5202731723708459
1.3,0.0,-0.6257826005738876
1.4000000000000001,0.0,-0.7312920287769296
1.5,0.0,-0.8368014569799714
1.6,0.0,-0.9423108851830133
1.7000000000000002,0.0,-1.047820313386055
1.8,0.0,-1.153329741589097
1.9000000000000001,0.0,-1.258839169792139
2.0,0.0,-1.3643485979951806
2.1,0.0,-1.4698580261982226
2.2,0.0,-1.5753674544012648
2.3000000000000003,0.0,-1.6808768826043066
2.4000000000000004,0.0,-1.7863863108073486
2.5,0.0,-1.8918957390103899
2.6,0.0,-1.9974051672134316
2.7,0.0,-2.1029145954164736
2.8000000000000003,0.0,-2.2084240236195156
2.9000000000000004,0.0,-2.3139334518225576
3.0,0.0,-2.419442880025599
3.1,-0.032185008453358706,-2.524952308228641
3.2,-0.0661963234818599,-2.5722225515307815
3.3000000000000003,-0.0871814977688676,-2.4997096998989314
3.4000000000000004,-0.06376869670457591,-2.2694408117615583
3.5,0.0169959280679225,-1.9237816504276055
3.6,-0.03277206649975517,-1.6088768385524874
3.7,0.06075920861780656,-1.2346705527246815
3.8000000000000003,0.12181422704890012,-0.9704088328662412
3.9000000000000004,0.006939722471152336,-0.926571516591295
4.0,0.030323941482432712,-0.8952917169857657
4.1000000000000005,-0.0101940923494794,-0.9188834777677016
4.2,0.006394757993736203,-0.9240288979156559
4.3,0.014929301281399838,-0.9407457145332885
4.4,-0.024236599347751773,-0.9844772929779592
4.5,0.015019609020611413,-0.9843524345716563
4.6000000000000005,0.0,-1.011405751002817
4.7,0.005486541606230541,-1.0384590674339786
4.800000000000001,0.005160879426465017,-1.0754403511526054
4.9,0.019599262294324703,-1.1217603122745532
5.0,0.0,-1.203545389471728
5.1000000000000005,-0.010828151994161175,-1.2853304666689027
5.2,-0.06530248473314179,-1.3475218641863937
5.300000000000001,0.015034621816132517,-1.2915475794306248
5.4,0.0,-1.2627786353580432
5.5,0.0,-1.2340096912854626
5.6000000000000005,0.0,-1.2052407472128785
5.7,0.01589895464749956,-1.1764718031402965
5.800000000000001,0.0,-1.1764722210763856
5.9,0.0,-1.1764726390124742
6.0,0.0,-1.1764730569485604
6.1000000000000005,0.0,-1.1764734748846484
6.2,0.0,-1.176473892820738
6.300000000000001,0.0,-1.176474310756824
6.4,0.0,-1.1764747286929123
6.5,0.0,-1.1764751466290018
6.6000000000000005,0.0,-1.1764755645650884
6.7,0.0,-1.1764759825011757
6.800000000000001,0.0,-1.1764764004372634
6.9,0.0,-1.1764768183733534
7.0,0.0,-1.1764772363094431
7.1000000000000005,0.0,-1.1764776542455297
7.2,0.0,-1.1764780721816164
7.300000000000001,0.0,-1.1764784901177072
7.4,0.0,-1.1764789080537947
7.5,0.0,-1.1764793259898836
7.6000000000000005,0.0,-1.1764797439259709
7.7,0.0,-1.17648016186206
7.800000000000001,0.0,-1.176480579798143
7.9,0.0,-1.1764809977342343
8.0,0.0,-1.1764814156703212
8.1,0.0,-1.1764818336064085
8.200000000000001,0.0,-1.1764822515424957
8.3,0.0,-1.1764826694785853
8.4,0.0,-1.1764830874146759
8.5,0.0,-1.1764835053507596
8.6,0.0,-1.176483923286851
8.700000000000001,0.0,-1.1764843412229395
8.8,0.0,-1.176484759159027
8.9,0.0,-1.1764851770951148
9.0,0.0,-1.1764855950312032
9.1,0.0,-1.1764860129672916
9.200000000000001,0.0,-1.1764864309033787
9.3,0.0,-1.1764868488394666
9.4,0.0,-1.1764872667755553
9.5,0.0,-1.1764876847116426
9.600000000000001,0.0,-1.1764881026477343
9.700000000000001,0.0,-1.176488520583818
9.8,0.0,-1.1764889385199064
9.9,0.0,-1.1764893564559895
10.0,0.0,-1.1764897743920808
10.100000000000001,0.0,-1.1764901923281716
10.200000000000001,0.0,-1.176490610264254
10.3,0.0,-1.1764910282003422
10.4,0.0,-1.176491446136433
10.5,0.0,-1.1764918640725213
10.600000000000001,0.0,-1.1764922820086055
10.700000000000001,0.0,-1.1764926999446939
10.8,0.0,-1.1764931178807891
10.9,0.0,-1.1764935358168773
11.0,0.0,-1.1764939537529666
11.100000000000001,0.0,-1.176494371689051
11.200000000000001,0.0,-1.1764947896251405
11.3,0.0,-1.1764952075612285
11.4,0.0,-1.1764956254973178
11.5,0.0,-1.1764960434334002
11.600000000000001,0.0,-1.1764964613694893
11.700000000000001,0.0,-1.1764968793055797
11.8,0.0,-1.1764972972416678
11.9,0.0,-1.1764977151777551
12.0,0.0,-1.1764981331138384
12.100000000000001,0.0,-1.176498551049934
