z [Angs],Charge Dens [e/Angs3],Potential [V]
19.400000000000002,-0.011184495440783267,-1.6588181389638632
19.5,-0.004612209366684066,-1.6500385496670735
19.6,-0.002728299632926058,-1.632913108465439
19.700000000000003,0.01024947723943983,-1.6108507741442208
19.8,0.004866335045966822,-1.6073350001245217
19.900000000000002,0.000531694561131049,-1.6126249216802309
20.0,-0.0010257402422422736,-1.6188769513522392
20.1,-0.0024576333298048057,-1.623272890922085
20.200000000000003,0.00636286524420169,-1.6232217115135263
20.3,0.004061775582564424,-1.63468421823601
20.400000000000002,0.0034062692111554113,-1.6534965598830813
20.5,-0.002597508548601866,-1.6784725892824235
20.6,0.013847876746866631,-1.6987483937039507
20.700000000000003,0.002893509872161993,-1.7440821084104625
20.8,-0.007614464679754386,-1.79465166627985
20.900000000000002,-0.009975282951635868,-1.8314427528137849
21.0,0.0041352241332413995,-1.8501834371208248
21.1,-0.013883667895821648,-1.8764068624453611
21.200000000000003,-0.010792931749513245,-1.8775076129426094
21.3,0.0016548037719352334,-1.8590784152438375
21.400000000000002,-0.010732529924800586,-1.8436436061588861
21.5,-0.0015092957080288225,-1.8087881467531195
21.6,0.0068297096521071,-1.7712015974382849
21.700000000000003,0.0009824585171130979,-1.7459734951881853
21.8,0.00565371475787081,-1.7225231642044379
21.900000000000002,0.003627049469995076,-1.7093033024665631
22.0,-0.001702993997492525,-1.7026466331862604
22.1,0.00925165409338247,-1.6929083744619544
22.200000000000003,0.004990428072415146,-1.6999111022800133
22.3,-0.0018553620316153145,-1.715944073593743
22.400000000000002,-0.007280311695748637,-1.7286197435547686
22.5,-0.005800884553692991,-1.7281215962834793
22.6,0.0038408589764906452,-1.7171266741363667
22.700000000000003,0.014384045201617056,-1.713081835486505
22.8,-0.005018294038387267,-1.7350651108057187
22.900000000000002,0.010408969416545096,-1.7479677188070157
23.0,-0.01082919159208553,-1.7797054902465068
23.1,-0.001181312436366749,-1.7918477008405536
23.200000000000003,0.0008091867476601531,-1.8018523114551865
23.3,0.001902751217172184,-1.8133211558507254
23.400000000000002,-0.0017940654281787813,-1.8282330529370208
23.5,0.0009841799009437915,-1.839898565659398
23.6,-0.0022534277816121683,-1.8533449645142015
23.700000000000003,0.0030497893675634374,-1.8627137569447403
23.8,0.007776215107924669,-1.877601182286129
23.900000000000002,-0.007249982957860327,-1.9065597684338256
24.0,0.0026802457546028827,-1.9223994175887538
24.1,-0.011396370520894839,-1.9430890057551324
24.200000000000003,0.0030697045854462656,-1.9431567155421101
24.3,-0.010355146345878455,-1.9487790950816775
24.400000000000002,0.008951016963862458,-1.9356637047186085
24.5,-0.014849892570373006,-1.9387452941626204
24.6,0.006549362695363729,-1.9149558128589543
24.700000000000003,-0.014007317793759102,-1.9030174872121663
24.8,0.004239427506913294,-1.8657327406645117
24.900000000000002,-0.007470737651593594,-1.8361192924732714
25.0,0.011741925542353404,-1.7929874488443447
25.1,-0.01091738268745112,-1.7711027698307498
25.200000000000003,0.022213043732548246,-1.729462947055421
25.3,-0.00149622341695811,-1.728017911335269
25.400000000000002,0.006333337546313799,-1.7238654401841254
25.5,0.0042342548337190805,-1.7311732244165967
25.6,0.009325341251719146,-1.7461429469871055
25.700000000000003,-0.009881552749884382,-1.7779869939564952
25.8,-0.004575284831345471,-1.7919502446992208
25.900000000000002,-0.0037741084836895385,-1.7976344589565671
26.0,-0.0023964815953045177,-1.7964893755880926
26.1,0.006897133359376647,-1.7910078280877948
26.200000000000003,-0.0009048598974977676,-1.7980067317138226
26.3,-0.015232653343340521,-1.803368279769307
26.400000000000002,-0.004730447983767604,-1.781166146557463
26.5,-0.0022894660599290157,-1.7504042071492016
26.6,-0.0011570852372050548,-1.715499449590643
26.700000000000003,0.00016152886391484635,-1.6785009314797552
26.8,0.0012472874542738303,-1.64179470191638
26.900000000000002,0.009131114616723253,-1.6073454549720556
27.0,0.003664314873418956,-1.589419076843711
27.1,0.00912439951544312,-1.5781233233975624
27.200000000000003,-0.0039167106471688865,-1.5833382877055868
27.3,-0.002845046952136472,-1.5814659139470821
27.400000000000002,-0.010769437416734914,-1.5744453913000145
27.5,0.01831543874155963,-1.5479374337529164
27.6,-0.0066873546179895835,-1.5545714971239144
27.700000000000003,0.0016368826323513285,-1.5491047066871868
27.8,0.016006440940343737,-1.5465998763327335
27.900000000000002,0.0037475804249521645,-1.5730589058101343
28.0,-0.0043378787316459885,-1.6062992300514036
28.1,-0.0071824229033566655,-1.6316901071845065
28.200000000000003,-0.0004317776036316253,-1.6440842981085337
28.3,0.006721824903114118,-1.6556971819302122
28.400000000000002,0.00025530167417699276,-1.6794732939819306
28.5,-0.00477464153102492,-1.7037113776820065
28.6,-0.01351149959860439,-1.7193096863960502
28.700000000000003,0.0027757143835893247,-1.7104587635819344
28.8,0.008153411209399893,-1.7066305314858348
28.900000000000002,0.002459857494061296,-1.717556001371402
29.0,-0.0026464912924574467,-1.7329326148890438
29.1,0.013649517086336644,-1.743520368526667
29.200000000000003,0.000486273888766706,-1.7788070981037327
29.3,-0.012813981235683893,-1.8149737465088709
29.400000000000002,-0.011846299350067938,-1.8279533317947594
29.5,-0.0025081755451505693,-1.8194968867238601
29.6,-0.004752485105481338,-1.806501865888713
29.700000000000003,0.00033492845889977426,-1.7849071624032455
29.8,-0.012493991320621772,-1.763918516252678
29.900000000000002,0.00661220172688618,-1.7203218328313747
30.0,0.011502184496269708,-1.68869001309908
30.1,0.004104903917055221,-1.6778715434895046
30.200000000000003,-0.013894447849018814,-1.6744809500780264
30.3,0.005363576365377601,-1.645948175375908
30.400000000000002,0.028710671174267708,-1.627120860783472
30.5,0.01097184488577767,-1.6602458732991316
30.6,-0.006541309686848848,-1.7132245796217813
30.700000000000003,0.005667281307665188,-1.754366702309569
30.8,-0.011723944750854571,-1.8057638430888112
30.900000000000002,-0.02044308619970131,-1.8359463557251605
31.0,0.00839574285293176,-1.8291368421249865
31.1,-0.002460871576615021,-1.8375195327183225
31.200000000000003,-0.0007387548795379582,-1.8414492446841593
31.3,-0.0033067612953583308,-1.8440421702362988
31.400000000000002,-0.008895949724684524,-1.8406514688839097
31.5,0.009661002577002288,-1.8211634325988513
31.6,0.01105142054028766,-1.8191571041786476
31.700000000000003,-0.006157850134306495,-1.8371484627311325
31.8,-0.01097576486875846,-1.843997112619012
31.900000000000002,-0.007573747986966989,-1.8309849754405487
32.0,4.6929013641733994e-05,-1.8042680443035881
32.1,-0.006984301850486378,-1.77763603181769
32.2,0.015540414615843011,-1.7383658357046714
32.300000000000004,-0.013036508443460647,-1.7272162188222098
32.4,-0.005943520803980866,-1.6924768729887465
32.5,0.0018761720282220173,-1.6469826501581935
32.6,0.0020042020810553955,-1.6048833846356698
32.7,0.012318870341806152,-1.5664107484411103
32.800000000000004,0.015187599104167861,-1.5502292658637933
32.9,-0.0078123726900713696,-1.5615299383311436
33.0,-0.0038613281050120627,-1.5586940223843093
33.1,-0.0020896236232280357,-1.5488709837900752
33.2,0.012703165021157451,-1.5352667444935815
33.300000000000004,-0.004925501223870319,-1.5446490449572519
33.4,0.00046379363854210173,-1.5451185878890255
33.5,0.0021560417696459898,-1.5464273713482495
33.6,-0.00556071742250269,-1.551637539996129
33.7,0.005636151529776456,-1.54678551926722
33.800000000000004,-0.002128039456439755,-1.5521321868981084
33.9,0.018803902707774302,-1.553628139884625
34.0,-0.0038710258020384467,-1.5891499955905166
34.1,-0.0005009397381361306,-1.6176671805420921
34.2,-0.011306884126805163,-1.6452779086233549
34.300000000000004,-0.009509623060326827,-1.652428685101131
34.4,0.002406025901692523,-1.6423716768877292
34.5,-0.0023269785927147275,-1.6366684033507994
34.6,0.011752245323635432,-1.626754432255141
34.7,0.0007869365833931169,-1.6381062995511677
34.800000000000004,0.0006502143943849496,-1.6508821386709602
34.9,-0.009381005010046331,-1.664834549062906
35.0,0.0025717644864606507,-1.6618119107725353
35.1,-0.00357141127677429,-1.6634429132498838
35.2,0.0003561134104002921,-1.6586114012927415
35.300000000000004,0.00831361920948426,-1.654424281111452
35.4,-0.0003087157031412898,-1.6652807613392984
35.5,-0.000158614441785652,-1.6755786165494595
35.6,0.001193080907011243,-1.6855894568962395
35.7,0.019005313137667595,-1.6977591924207869
35.800000000000004,-0.0054462027892509,-1.7443192854164966
35.9,-0.009460282404981696,-1.7810244047305668
36.0,-0.010526926817458274,-1.800611021901116
36.1,-0.0068369530989194245,-1.8011490302061817
36.2,0.006111756247473714,-1.7893154843367662
36.300000000000004,-0.014445691194841008,-1.7885412396535736
36.4,0.0017112344834543103,-1.7616273317871913
36.5,-0.0005901960462682387,-1.737809924629698
36.6,-0.00591976229843644,-1.7129245501694552
36.7,0.002743391567402091,-1.6773272900321499
36.800000000000004,-0.005444847838611887,-1.64669423206309
36.9,0.008316380240975075,-1.6062086522129349
37.0,0.0160704218799519,-1.580771668893747
37.1,0.007923793945449191,-1.5844143197358542
37.2,0.00656909895750178,-1.6023951771804137
37.300000000000004,-0.004968902252829344,-1.6322629033008764
37.4,-0.006226287924129769,-1.653139337171842
37.5,-0.005674797448945742,-1.6627492233212102
37.6,0.007962780732703765,-1.662090490825252
37.7,-0.0033245460877081223,-1.6758405120224513
37.800000000000004,0.01393198594691092,-1.683574724505675
37.9,-0.004944018882603474,-1.7165190439483187
38.0,0.0024931688276958585,-1.7405170979184803
38.1,-0.00846711210828849,-1.7690265728055037
38.2,-0.008476520067442381,-1.7822146999176394
38.300000000000004,0.0015409964399604123,-1.780064455432333
38.400000000000006,-0.012150882027675136,-1.7807026637364363
38.5,0.004750022333565148,-1.7593536954286817
38.6,-0.0001849805881825157,-1.7465999533538945
38.7,0.0012598910517272767,-1.7335114865362642
38.800000000000004,0.006072002507027247,-1.72270280870871
38.900000000000006,-0.007645424023600478,-1.722881497164989
39.0,0.0006765208888668875,-1.7092256929567027
39.1,0.001268975186200145,-1.6967940619591406
39.2,-0.005853633889890979,-1.6866586578093106
39.300000000000004,0.019797626915106097,-1.6659310281843727
39.400000000000006,-0.005154317447820599,-1.681027457955876
39.5,-0.003873301096507729,-1.686797084308436
39.6,-0.0009040418140930811,-1.6855579227321869
39.7,-0.008800174314421323,-1.6826828859177745
39.800000000000004,0.02260918357786323,-1.6638838210018887
39.900000000000006,-7.81440085517883e-06,-1.6859963632635198
40.0,-0.01498965700704235,-1.7080947652667502
40.1,-0.016700465405390056,-1.7030691909845914
40.2,0.016232828479186355,-1.6678239107146222
40.300000000000004,0.0029544570858111084,-1.6619521414267628
40.400000000000006,0.0023957402072190192,-1.6614265000652393
40.5,-0.0021796639279563013,-1.6652359812843203
40.6,0.010301800490531213,-1.6651013327168318
40.7,-0.002050832835122502,-1.6836079240436814
40.800000000000004,-0.003974470744220578,-1.6984035070960044
40.900000000000006,0.003773852832625574,-1.7060072344466157
41.0,-0.008583757167073318,-1.7204397968191287
41.1,0.010092132531271867,-1.719339940689399
41.2,0.0030862792960932904,-1.736501927597045
41.300000000000004,-0.008270669830738236,-1.7592485764084593
41.400000000000006,0.01317893165119522,-1.7670293422614767
41.5,-0.003832993445422676,-1.7986575536835283
41.6,-0.0058114514643368516,-1.8233499143875798
41.7,0.011081399888388552,-1.837526379255657
41.800000000000004,-0.007097776836078048,-1.8717547791106666
41.900000000000006,-0.002331384312717047,-1.8931396608991702
42.0,-0.005088061213743155,-1.9103058729222437
42.1,0.0022673692863003575,-1.9182651730302434
42.2,-0.020314919799633818,-1.9303273068937257
42.300000000000004,-0.014239235917285483,-1.9056293332627232
42.400000000000006,0.007361710994514906,-1.8551652799167924
42.5,-0.013352791418095285,-1.8180223368765578
42.6,0.012186417525566188,-1.7567173467929438
42.7,0.009584435083344944,-1.7174638352596094
42.800000000000004,0.0020906547491860244,-1.6955534817309972
42.900000000000006,0.01379862130854282,-1.677426194740339
43.0,0.0009367140200677324,-1.684267689688304
43.1,0.007710862174273234,-1.6928041806494727
43.2,-0.0027840826950830933,-1.7152935754467258
43.300000000000004,-0.0022028344360536093,-1.7327451369591729
43.400000000000006,-0.004536204305367445,-1.7462106413539598
43.5,-0.010052250965293422,-1.7514678259755385
43.6,-0.0043632648822976555,-1.7385353337639788
43.7,0.004047817034471967,-1.7177074578796312
43.800000000000004,0.004189140942631495,-1.704204158748346
43.900000000000006,0.00017338255158066266,-1.6982811637915696
44.0,-0.0034002699328543806,-1.6926719067818725
44.1,0.009466392465410443,-1.680909817790813
44.2,0.005158987340589015,-1.6862772871758596
44.300000000000004,-0.010672758706045707,-1.7009800102106192
44.400000000000006,0.002810329537650106,-1.6963702397102591
44.5,-0.0013192532287798126,-1.6968457964923613
44.6,-0.006984259241975718,-1.6949341476649817
44.7,0.0066232714179558375,-1.6803843923111015
44.800000000000004,0.005385630530495598,-1.6778195313939883
44.900000000000006,0.0002675132733323606,-1.6850000378807022
45.0,0.0007615419110393184,-1.6926646130607752
45.1,-0.0052985131695986575,-1.7017072080799105
45.2,0.003976234736561932,-1.7011620756751686
45.300000000000004,0.010451509753588774,-1.707811990938918
45.400000000000006,-0.008286784369470127,-1.7333740469253898
45.5,-0.013819465391958052,-1.743941060489393
45.6,-0.0023574607212414173,-1.7295015744788669
45.7,-0.0094398984934816,-1.7107962331077564
45.800000000000004,0.00583133259541115,-1.675009274542013
45.900000000000006,-0.002585288427744368,-1.649774186973408
46.0,0.017335281084022217,-1.619860986892148
46.1,-0.006085662795545078,-1.6213161998975416
46.2,0.012603307715572954,-1.6117593281521119
46.300000000000004,-0.00014528649965097444,-1.6250083030937377
46.400000000000006,-0.020584214108711793,-1.6379943802539736
46.5,0.0066834772435194565,-1.61373305841935
46.6,0.009868676457962713,-1.601565574233649
46.7,0.0029621266177300406,-1.6072555864595401
46.800000000000004,-0.0008118455187253835,-1.6183056047280222
46.900000000000006,0.010166688903226024,-1.627886578135267
47.0,0.002059584623212217,-1.6558643052896465
47.1,-0.003094596477374266,-1.6875688771911272
47.2,0.0010739304677995648,-1.7136737371428605
47.300000000000004,-0.005064686184794677,-1.7417218880269125
47.400000000000006,0.004377206386985848,-1.7606054244101341
47.5,-0.00301622238286491,-1.787409571797425
47.6,0.0,-1.808755826162475
47.7,-0.011865532831780193,-1.8301020805275385
47.800000000000004,0.006907972964488737,-1.8299775013043602
47.900000000000006,-0.004304158356309083,-1.8423529876117462
48.0,-0.00660625357879794,-1.846940044261948
48.1,0.003789507199442328,-1.839573000473233
48.2,-0.0013916280449881371,-1.8390631184836943
48.300000000000004,0.0012767043700340028,-1.836035067728004
48.400000000000006,0.0,-1.835317229877132
48.5,0.0,-1.8345993920262036
48.6,0.0013631314730582378,-1.833881554175326
48.7,0.001225131028730249,-1.8356303201788102
48.800000000000004,0.0,-1.8395959764656227
48.900000000000006,-0.002191798831792479,-1.8435616327524924
49.0,0.0,-1.843561200988856
49.1,0.0,-1.843560769225228
49.2,0.0,-1.8435603374616272
49.300000000000004,0.0,-1.8435599056980252
49.400000000000006,0.0,-1.8435594739344017
49.5,0.0,-1.8435590421707677
49.6,0.0,-1.8435586104071746
49.7,0.0,-1.843558178643544
49.800000000000004,0.0,-1.8435577468799342
49.900000000000006,0.0,-1.8435573151163234
50.0,0.0,-1.843556883352684
50.1,0.0,-1.84355645158908
50.2,0.0,-1.8435560198254746
50.300000000000004,0.0,-1.8435555880618448
50.400000000000006,0.0,-1.8435551562982195
50.5,0.0,-1.8435547245345938
50.6,0.0,-1.8435542927710067
50.7,0.0,-1.8435538610074116
50.800000000000004,0.0,-1.8435534292437783
50.900000000000006,0.0,-1.8435529974801808
51.0,0.0,-1.8435525657165268
51.1,0.0,-1.8435521339529453
51.2,0.0,-1.8435517021892982
51.300000000000004,0.0,-1.843551270425688
51.400000000000006,0.0,-1.8435508386620487
51.5,0.0,-1.843550406898472
51.6,0.0,-1.8435499751348576
51.7,0.0,-1.8435495433712619
51.800000000000004,0.0,-1.8435491116076
51.900000000000006,0.0,-1.843548679844014
52.0,0.0,-1.8435482480804017
52.1,0.0,-1.8435478163167993
52.2,0.0,-1.8435473845531456
52.300000000000004,0.0,-1.8435469527895556
52.400000000000006,0.0,-1.8435465210259137
52.5,0.0,-1.84354608926232
52.6,0.0,-1.8435456574987101
52.7,0.0,-1.8435452257351075
52.800000000000004,0.0,-1.8435447939714735
52.900000000000006,0.0,-1.8435443622078407
53.0,0.0,-1.843543930444237
53.1,0.0,-1.843543498680602
53.2,0.0,-1.8435430669170163
53.300000000000004,0.0,-1.8435426351533835
53.400000000000006,0.0,-1.8435422033898001
53.5,0.0,-1.8435417716261597
53.6,0.0,-1.8435413398625422
53.7,0.0,-1.8435409080989105
53.800000000000004,0.0,-1.8435404763353345
53.900000000000006,0.0,-1.8435400445717356
54.0,0.0,-1.8435396128080752
54.1,0.0,-1.843539181044465
54.2,0.0,-1.8435387492808712
54.300000000000004,0.0,-1.8435383175172426
54.400000000000006,0.0,-1.8435378857536346
54.5,0.0,-1.8435374539900042
54.6,0.0,-1.8435370222263956
54.7,0.0,-1.8435365904627607
54.800000000000004,0.0,-1.8435361586991625
54.900000000000006,0.0,-1.843535726935545
55.0,0.0,-1.8435352951719215
55.1,0.0,-1.843534863408297
55.2,0.0,-1.8435344316446967
55.300000000000004,0.0,-1.8435339998810805
55.400000000000006,0.0,-1.8435335681174623
55.5,0.0,-1.8435331363538456
55.6,0.0,-1.8435327045902392
55.7,0.0,-1.8435322728266443
55.800000000000004,0.0,-1.843531841062982
55.900000000000006,0.0,-1.8435314092994082
56.0,0.0,-1.8435309775357744
56.1,0.0,-1.8435305457721627
56.2,0.0,-1.8435301140085394
56.300000000000004,0.0,-1.8435296822449487
56.400000000000006,0.0,-1.8435292504812897
56.5,0.0,-1.843528818717712
56.6,0.0,-1.8435283869540566
56.7,0.0,-1.8435279551904893
56.800000000000004,0.0,-1.8435275234268589
56.900000000000006,0.0,-1.8435270916632307
57.0,0.0,-1.843526659899659
57.1,0.0,-1.8435262281360008
57.2,0.0,-1.843525796372397
57.300000000000004,0.0,-1.8435253646087912
57.400000000000006,0.0,-1.8435249328451537
57.5,0.0,-1.8435245010815586
57.6,0.0,-1.8435240693179158
57.7,0.0,-1.8435236375543198
57.800000000000004,0.0,-1.8435232057906856
57.900000000000006,0.0,-1.8435227740271056
58.0,0.0,-1.8435223422634543
58.1,0.0,-1.843521910499873
58.2,0.0,-1.843521478736239
58.300000000000004,0.0,-1.8435210469726415
58.400000000000006,0.0,-1.8435206152090342
58.5,0.0,-1.8435201834454074
58.6,0.0,-1.8435197516817956
58.7,0.0,-1.8435193199181403
